gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_log,reading_score_log,writing_score_log
male,group E,associate's degree,standard,completed,71,74,68,4.276666119016055,4.31748811353631,4.23410650459726
male,group C,high school,free/reduced,completed,40,46,50,3.713572066704308,3.8501476017100584,3.9318256327243257
male,group D,associate's degree,free/reduced,none,90,87,75,4.51085950651685,4.477336814478207,4.330733340286331
male,group A,some college,free/reduced,completed,81,78,81,4.406719247264253,4.3694478524670215,4.406719247264253
male,group D,some high school,free/reduced,none,56,54,52,4.04305126783455,4.007333185232471,3.970291913552122
female,group C,associate's degree,standard,completed,67,84,81,4.219507705176107,4.442651256490317,4.406719247264253
male,group B,associate's degree,standard,none,80,76,64,4.394449154672439,4.343805421853684,4.174387269895637
female,group C,associate's degree,standard,completed,74,75,83,4.31748811353631,4.330733340286331,4.430816798843313
male,group A,some college,standard,none,69,67,69,4.248495242049359,4.219507705176107,4.248495242049359
male,group E,some college,standard,completed,99,87,81,4.605170185988092,4.477336814478207,4.406719247264253
male,group C,some high school,standard,none,51,52,44,3.9512437185814275,3.970291913552122,3.8066624897703196
female,group B,associate's degree,free/reduced,none,53,71,67,3.9889840465642745,4.276666119016055,4.219507705176107
female,group D,high school,free/reduced,none,49,57,52,3.912023005428146,4.060443010546419,3.970291913552122
female,group B,associate's degree,standard,none,73,76,80,4.30406509320417,4.343805421853684,4.394449154672439
male,group B,bachelor's degree,standard,none,66,60,57,4.204692619390966,4.110873864173311,4.060443010546419
male,group D,bachelor's degree,standard,completed,67,61,68,4.219507705176107,4.127134385045092,4.23410650459726
female,group C,associate's degree,free/reduced,completed,68,67,69,4.23410650459726,4.219507705176107,4.248495242049359
female,group C,bachelor's degree,standard,completed,59,64,75,4.0943445622221,4.174387269895637,4.330733340286331
male,group C,high school,standard,none,71,66,65,4.276666119016055,4.204692619390966,4.189654742026425
female,group D,master's degree,standard,completed,77,82,91,4.356708826689592,4.418840607796598,4.5217885770490405
male,group C,associate's degree,standard,none,83,72,78,4.430816798843313,4.290459441148391,4.3694478524670215
male,group B,bachelor's degree,standard,none,63,71,69,4.1588830833596715,4.276666119016055,4.248495242049359
female,group D,associate's degree,free/reduced,none,56,65,63,4.04305126783455,4.189654742026425,4.1588830833596715
female,group C,high school,free/reduced,completed,67,79,84,4.219507705176107,4.382026634673881,4.442651256490317
female,group E,high school,standard,none,75,86,79,4.330733340286331,4.465908118654584,4.382026634673881
female,group C,some college,standard,none,71,81,80,4.276666119016055,4.406719247264253,4.394449154672439
female,group C,some high school,free/reduced,none,43,53,53,3.784189633918261,3.9889840465642745,3.9889840465642745
female,group C,high school,free/reduced,none,41,46,43,3.7376696182833684,3.8501476017100584,3.784189633918261
female,group C,some college,standard,none,82,90,94,4.418840607796598,4.51085950651685,4.553876891600541
male,group C,some college,standard,none,61,61,62,4.127134385045092,4.127134385045092,4.143134726391533
male,group A,some college,free/reduced,none,28,23,19,3.367295829986474,3.1780538303479458,2.995732273553991
male,group C,associate's degree,standard,completed,82,75,77,4.418840607796598,4.330733340286331,4.356708826689592
female,group B,some high school,standard,none,41,55,51,3.7376696182833684,4.02535169073515,3.9512437185814275
male,group C,high school,standard,none,71,60,61,4.276666119016055,4.110873864173311,4.127134385045092
male,group C,associate's degree,standard,none,47,37,35,3.871201010907891,3.6375861597263857,3.58351893845611
male,group E,associate's degree,standard,completed,62,56,53,4.143134726391533,4.04305126783455,3.9889840465642745
male,group B,associate's degree,standard,none,90,78,81,4.51085950651685,4.3694478524670215,4.406719247264253
female,group C,bachelor's degree,standard,none,83,93,95,4.430816798843313,4.543294782270004,4.564348191467836
female,group B,some college,free/reduced,none,61,68,66,4.127134385045092,4.23410650459726,4.204692619390966
male,group D,some high school,standard,completed,76,70,69,4.343805421853684,4.2626798770413155,4.248495242049359
male,group C,associate's degree,standard,none,49,51,43,3.912023005428146,3.9512437185814275,3.784189633918261
female,group B,some high school,free/reduced,none,24,38,27,3.2188758248682006,3.6635616461296463,3.332204510175204
female,group D,some high school,free/reduced,completed,35,55,60,3.58351893845611,4.02535169073515,4.110873864173311
male,group C,high school,free/reduced,none,58,61,52,4.07753744390572,4.127134385045092,3.970291913552122
female,group C,high school,standard,none,61,73,63,4.127134385045092,4.30406509320417,4.1588830833596715
female,group B,high school,standard,completed,69,76,74,4.248495242049359,4.343805421853684,4.31748811353631
male,group D,associate's degree,standard,completed,67,72,67,4.219507705176107,4.290459441148391,4.219507705176107
male,group D,some college,standard,none,79,73,67,4.382026634673881,4.30406509320417,4.219507705176107
female,group C,high school,standard,none,72,80,75,4.290459441148391,4.394449154672439,4.330733340286331
male,group B,some college,standard,none,62,61,57,4.143134726391533,4.127134385045092,4.060443010546419
female,group C,bachelor's degree,standard,completed,77,94,95,4.356708826689592,4.553876891600541,4.564348191467836
male,group D,high school,free/reduced,none,75,74,66,4.330733340286331,4.31748811353631,4.204692619390966
male,group E,associate's degree,standard,none,87,74,76,4.477336814478207,4.31748811353631,4.343805421853684
female,group B,bachelor's degree,standard,none,52,65,69,3.970291913552122,4.189654742026425,4.248495242049359
male,group E,some college,standard,none,66,57,52,4.204692619390966,4.060443010546419,3.970291913552122
female,group C,some college,standard,completed,63,78,80,4.1588830833596715,4.3694478524670215,4.394449154672439
female,group C,associate's degree,standard,none,46,58,57,3.8501476017100584,4.07753744390572,4.060443010546419
female,group C,some college,standard,none,59,71,70,4.0943445622221,4.276666119016055,4.2626798770413155
female,group B,bachelor's degree,standard,none,61,72,70,4.127134385045092,4.290459441148391,4.2626798770413155
male,group A,associate's degree,standard,none,63,61,61,4.1588830833596715,4.127134385045092,4.127134385045092
female,group C,some college,free/reduced,completed,42,66,69,3.7612001156935624,4.204692619390966,4.248495242049359
male,group D,some college,free/reduced,none,59,62,61,4.0943445622221,4.143134726391533,4.127134385045092
female,group D,some college,standard,none,80,90,89,4.394449154672439,4.51085950651685,4.499809670330265
female,group B,high school,standard,none,58,62,59,4.07753744390572,4.143134726391533,4.0943445622221
male,group B,some high school,standard,completed,85,84,78,4.454347296253507,4.442651256490317,4.3694478524670215
female,group C,some college,standard,none,52,58,58,3.970291913552122,4.07753744390572,4.07753744390572
female,group D,some high school,free/reduced,none,27,34,32,3.332204510175204,3.5553480614894135,3.4965075614664802
male,group C,some college,standard,none,59,60,58,4.0943445622221,4.110873864173311,4.07753744390572
male,group A,bachelor's degree,free/reduced,completed,49,58,60,3.912023005428146,4.07753744390572,4.110873864173311
male,group C,high school,standard,completed,69,58,53,4.248495242049359,4.07753744390572,3.9889840465642745
male,group C,bachelor's degree,free/reduced,none,61,66,61,4.127134385045092,4.204692619390966,4.127134385045092
female,group A,some high school,free/reduced,none,44,64,58,3.8066624897703196,4.174387269895637,4.07753744390572
female,group D,some high school,standard,none,73,84,85,4.30406509320417,4.442651256490317,4.454347296253507
male,group E,some college,standard,none,84,77,71,4.442651256490317,4.356708826689592,4.276666119016055
female,group C,some college,free/reduced,completed,45,73,70,3.828641396489095,4.30406509320417,4.2626798770413155
male,group D,some high school,standard,none,74,74,72,4.31748811353631,4.31748811353631,4.290459441148391
female,group D,some college,standard,completed,82,97,96,4.418840607796598,4.584967478670572,4.574710978503383
female,group D,bachelor's degree,standard,none,59,70,73,4.0943445622221,4.2626798770413155,4.30406509320417
male,group E,associate's degree,free/reduced,none,46,43,41,3.8501476017100584,3.784189633918261,3.7376696182833684
female,group D,some high school,standard,none,80,90,82,4.394449154672439,4.51085950651685,4.418840607796598
female,group D,master's degree,free/reduced,completed,85,95,100,4.454347296253507,4.564348191467836,4.61512051684126
female,group A,some high school,standard,none,71,83,77,4.276666119016055,4.430816798843313,4.356708826689592
male,group A,bachelor's degree,standard,none,66,64,62,4.204692619390966,4.174387269895637,4.143134726391533
female,group B,associate's degree,standard,none,80,86,83,4.394449154672439,4.465908118654584,4.430816798843313
male,group C,associate's degree,standard,completed,87,100,95,4.477336814478207,4.61512051684126,4.564348191467836
male,group C,master's degree,free/reduced,none,79,81,71,4.382026634673881,4.406719247264253,4.276666119016055
female,group E,some high school,free/reduced,none,38,49,45,3.6635616461296463,3.912023005428146,3.828641396489095
female,group A,some high school,free/reduced,none,38,43,43,3.6635616461296463,3.784189633918261,3.784189633918261
female,group E,some college,standard,none,67,76,75,4.219507705176107,4.343805421853684,4.330733340286331
female,group E,bachelor's degree,standard,none,64,73,70,4.174387269895637,4.30406509320417,4.2626798770413155
female,group C,associate's degree,free/reduced,none,57,78,67,4.060443010546419,4.3694478524670215,4.219507705176107
female,group D,high school,standard,none,62,64,64,4.143134726391533,4.174387269895637,4.174387269895637
male,group D,master's degree,standard,none,73,70,75,4.30406509320417,4.2626798770413155,4.330733340286331
male,group E,some high school,free/reduced,completed,73,67,59,4.30406509320417,4.219507705176107,4.0943445622221
female,group D,some college,standard,none,77,68,77,4.356708826689592,4.23410650459726,4.356708826689592
male,group E,some college,standard,none,76,67,67,4.343805421853684,4.219507705176107,4.219507705176107
male,group C,associate's degree,standard,completed,57,54,56,4.060443010546419,4.007333185232471,4.04305126783455
female,group C,some high school,standard,completed,65,74,77,4.189654742026425,4.31748811353631,4.356708826689592
male,group A,high school,free/reduced,none,48,45,41,3.8918202981106265,3.828641396489095,3.7376696182833684
female,group B,high school,free/reduced,none,50,67,63,3.9318256327243257,4.219507705176107,4.1588830833596715
female,group C,associate's degree,standard,none,85,89,95,4.454347296253507,4.499809670330265,4.564348191467836
male,group B,some high school,standard,none,74,63,57,4.31748811353631,4.1588830833596715,4.060443010546419
male,group D,some high school,standard,none,60,59,54,4.110873864173311,4.0943445622221,4.007333185232471
female,group C,some high school,standard,completed,59,54,67,4.0943445622221,4.007333185232471,4.219507705176107
male,group A,some college,standard,none,53,43,43,3.9889840465642745,3.784189633918261,3.784189633918261
female,group A,some college,free/reduced,none,49,65,55,3.912023005428146,4.189654742026425,4.02535169073515
female,group D,high school,standard,completed,88,99,100,4.48863636973214,4.605170185988092,4.61512051684126
female,group C,high school,standard,none,54,59,62,4.007333185232471,4.0943445622221,4.143134726391533
female,group C,some high school,standard,none,63,73,68,4.1588830833596715,4.30406509320417,4.23410650459726
male,group B,associate's degree,standard,completed,65,65,63,4.189654742026425,4.189654742026425,4.1588830833596715
female,group B,associate's degree,standard,none,82,80,77,4.418840607796598,4.394449154672439,4.356708826689592
female,group D,high school,free/reduced,completed,52,57,56,3.970291913552122,4.060443010546419,4.04305126783455
male,group D,associate's degree,standard,completed,87,84,85,4.477336814478207,4.442651256490317,4.454347296253507
female,group D,master's degree,standard,completed,70,71,74,4.2626798770413155,4.276666119016055,4.31748811353631
male,group E,some college,standard,completed,84,83,78,4.442651256490317,4.430816798843313,4.3694478524670215
male,group D,associate's degree,standard,none,71,66,60,4.276666119016055,4.204692619390966,4.110873864173311
male,group B,some high school,standard,completed,63,67,67,4.1588830833596715,4.219507705176107,4.219507705176107
female,group C,bachelor's degree,free/reduced,completed,51,72,79,3.9512437185814275,4.290459441148391,4.382026634673881
male,group E,high school,standard,none,84,73,69,4.442651256490317,4.30406509320417,4.248495242049359
male,group C,bachelor's degree,standard,completed,71,74,68,4.276666119016055,4.31748811353631,4.23410650459726
male,group C,associate's degree,standard,none,74,73,67,4.31748811353631,4.30406509320417,4.219507705176107
male,group D,some college,standard,none,68,59,62,4.23410650459726,4.0943445622221,4.143134726391533
male,group E,high school,free/reduced,completed,57,56,54,4.060443010546419,4.04305126783455,4.007333185232471
female,group C,associate's degree,free/reduced,completed,82,93,93,4.418840607796598,4.543294782270004,4.543294782270004
female,group D,high school,standard,completed,57,58,64,4.060443010546419,4.07753744390572,4.174387269895637
female,group D,master's degree,free/reduced,completed,47,58,67,3.871201010907891,4.07753744390572,4.219507705176107
female,group A,some high school,standard,completed,59,85,80,4.0943445622221,4.454347296253507,4.394449154672439
male,group B,some college,free/reduced,none,41,39,34,3.7376696182833684,3.6888794541139363,3.5553480614894135
female,group C,some college,free/reduced,none,62,67,62,4.143134726391533,4.219507705176107,4.143134726391533
male,group C,bachelor's degree,standard,none,86,83,86,4.465908118654584,4.430816798843313,4.465908118654584
male,group C,some high school,free/reduced,none,69,71,65,4.248495242049359,4.276666119016055,4.189654742026425
male,group A,some high school,free/reduced,none,65,59,53,4.189654742026425,4.0943445622221,3.9889840465642745
male,group C,some high school,free/reduced,none,68,63,54,4.23410650459726,4.1588830833596715,4.007333185232471
male,group C,associate's degree,free/reduced,none,64,66,59,4.174387269895637,4.204692619390966,4.0943445622221
female,group C,high school,standard,none,61,72,70,4.127134385045092,4.290459441148391,4.2626798770413155
male,group C,high school,standard,none,61,56,55,4.127134385045092,4.04305126783455,4.02535169073515
female,group A,some high school,free/reduced,none,47,59,50,3.871201010907891,4.0943445622221,3.9318256327243257
male,group C,some high school,standard,none,73,66,66,4.30406509320417,4.204692619390966,4.204692619390966
male,group C,some college,free/reduced,completed,50,48,53,3.9318256327243257,3.8918202981106265,3.9889840465642745
male,group D,associate's degree,standard,none,75,68,64,4.330733340286331,4.23410650459726,4.174387269895637
male,group D,associate's degree,free/reduced,none,75,66,73,4.330733340286331,4.204692619390966,4.30406509320417
male,group C,high school,standard,none,70,56,51,4.2626798770413155,4.04305126783455,3.9512437185814275
male,group D,some high school,standard,completed,89,88,82,4.499809670330265,4.48863636973214,4.418840607796598
female,group C,some college,standard,completed,67,81,79,4.219507705176107,4.406719247264253,4.382026634673881
female,group D,high school,standard,none,78,81,80,4.3694478524670215,4.406719247264253,4.394449154672439
female,group A,some high school,free/reduced,none,59,73,69,4.0943445622221,4.30406509320417,4.248495242049359
female,group B,associate's degree,standard,none,73,83,76,4.30406509320417,4.430816798843313,4.343805421853684
male,group A,some high school,free/reduced,none,79,82,73,4.382026634673881,4.418840607796598,4.30406509320417
female,group C,some high school,standard,completed,67,74,77,4.219507705176107,4.31748811353631,4.356708826689592
male,group D,some college,free/reduced,none,69,66,60,4.248495242049359,4.204692619390966,4.110873864173311
male,group C,high school,standard,completed,86,81,80,4.465908118654584,4.406719247264253,4.394449154672439
male,group B,high school,standard,none,47,46,42,3.871201010907891,3.8501476017100584,3.7612001156935624
male,group B,associate's degree,standard,none,81,73,72,4.406719247264253,4.30406509320417,4.290459441148391
female,group C,some college,free/reduced,completed,64,85,85,4.174387269895637,4.454347296253507,4.454347296253507
female,group E,some college,standard,none,100,92,97,4.61512051684126,4.532599493153256,4.584967478670572
female,group C,associate's degree,free/reduced,none,65,77,74,4.189654742026425,4.356708826689592,4.31748811353631
male,group C,some college,free/reduced,none,65,58,49,4.189654742026425,4.07753744390572,3.912023005428146
female,group C,associate's degree,free/reduced,none,53,61,62,3.9889840465642745,4.127134385045092,4.143134726391533
male,group C,bachelor's degree,free/reduced,none,37,56,47,3.6375861597263857,4.04305126783455,3.871201010907891
female,group D,bachelor's degree,standard,none,79,89,89,4.382026634673881,4.499809670330265,4.499809670330265
male,group D,associate's degree,free/reduced,none,53,54,48,3.9889840465642745,4.007333185232471,3.8918202981106265
female,group E,bachelor's degree,standard,none,100,100,100,4.61512051684126,4.61512051684126,4.61512051684126
male,group B,high school,standard,completed,72,65,68,4.290459441148391,4.189654742026425,4.23410650459726
male,group C,bachelor's degree,free/reduced,none,53,58,55,3.9889840465642745,4.07753744390572,4.02535169073515
male,group B,some college,free/reduced,none,54,54,45,4.007333185232471,4.007333185232471,3.828641396489095
female,group E,some college,standard,none,71,70,76,4.276666119016055,4.2626798770413155,4.343805421853684
female,group C,some college,free/reduced,none,77,90,91,4.356708826689592,4.51085950651685,4.5217885770490405
male,group A,bachelor's degree,standard,completed,75,58,62,4.330733340286331,4.07753744390572,4.143134726391533
female,group C,some college,standard,none,84,87,91,4.442651256490317,4.477336814478207,4.5217885770490405
female,group D,associate's degree,free/reduced,none,26,31,38,3.295836866004329,3.4657359027997265,3.6635616461296463
male,group A,high school,free/reduced,completed,72,67,65,4.290459441148391,4.219507705176107,4.189654742026425
female,group A,high school,free/reduced,completed,77,88,85,4.356708826689592,4.48863636973214,4.454347296253507
male,group C,some college,standard,none,91,74,76,4.5217885770490405,4.31748811353631,4.343805421853684
female,group C,associate's degree,standard,completed,83,85,90,4.430816798843313,4.454347296253507,4.51085950651685
female,group C,high school,standard,none,63,69,74,4.1588830833596715,4.248495242049359,4.31748811353631
female,group C,associate's degree,standard,completed,68,86,84,4.23410650459726,4.465908118654584,4.442651256490317
female,group D,some high school,standard,none,59,67,61,4.0943445622221,4.219507705176107,4.127134385045092
female,group B,associate's degree,standard,completed,90,90,91,4.51085950651685,4.51085950651685,4.5217885770490405
female,group D,bachelor's degree,standard,completed,71,76,83,4.276666119016055,4.343805421853684,4.430816798843313
male,group E,bachelor's degree,standard,completed,76,62,66,4.343805421853684,4.143134726391533,4.204692619390966
male,group D,associate's degree,standard,none,80,68,72,4.394449154672439,4.23410650459726,4.290459441148391
female,group D,master's degree,standard,none,55,64,70,4.02535169073515,4.174387269895637,4.2626798770413155
male,group E,associate's degree,standard,none,76,71,67,4.343805421853684,4.276666119016055,4.219507705176107
male,group B,high school,standard,completed,73,71,68,4.30406509320417,4.276666119016055,4.23410650459726
female,group D,associate's degree,free/reduced,none,52,59,56,3.970291913552122,4.0943445622221,4.04305126783455
male,group C,some college,free/reduced,none,68,68,61,4.23410650459726,4.23410650459726,4.127134385045092
male,group A,high school,standard,none,59,52,46,4.0943445622221,3.970291913552122,3.8501476017100584
female,group B,associate's degree,standard,none,49,52,54,3.912023005428146,3.970291913552122,4.007333185232471
male,group C,high school,standard,none,70,74,71,4.2626798770413155,4.31748811353631,4.276666119016055
male,group D,some college,free/reduced,none,61,47,56,4.127134385045092,3.871201010907891,4.04305126783455
female,group C,associate's degree,free/reduced,none,60,75,74,4.110873864173311,4.330733340286331,4.31748811353631
male,group B,some high school,standard,completed,64,53,57,4.174387269895637,3.9889840465642745,4.060443010546419
male,group A,associate's degree,free/reduced,completed,79,82,82,4.382026634673881,4.418840607796598,4.418840607796598
female,group A,associate's degree,free/reduced,none,65,85,76,4.189654742026425,4.454347296253507,4.343805421853684
female,group C,associate's degree,standard,none,64,64,70,4.174387269895637,4.174387269895637,4.2626798770413155
female,group C,some college,standard,none,83,83,90,4.430816798843313,4.430816798843313,4.51085950651685
female,group C,bachelor's degree,standard,none,81,88,90,4.406719247264253,4.48863636973214,4.51085950651685
female,group B,high school,standard,none,54,64,68,4.007333185232471,4.174387269895637,4.23410650459726
male,group D,high school,standard,completed,68,64,66,4.23410650459726,4.174387269895637,4.204692619390966
female,group C,some college,standard,none,54,48,52,4.007333185232471,3.8918202981106265,3.970291913552122
female,group D,some college,free/reduced,completed,59,78,76,4.0943445622221,4.3694478524670215,4.343805421853684
female,group B,some high school,standard,none,66,69,68,4.204692619390966,4.248495242049359,4.23410650459726
male,group E,some college,standard,none,76,71,72,4.343805421853684,4.276666119016055,4.290459441148391
female,group D,master's degree,standard,none,74,79,82,4.31748811353631,4.382026634673881,4.418840607796598
female,group B,associate's degree,standard,completed,94,87,92,4.553876891600541,4.477336814478207,4.532599493153256
male,group C,some college,free/reduced,none,63,61,54,4.1588830833596715,4.127134385045092,4.007333185232471
female,group E,associate's degree,standard,completed,95,89,92,4.564348191467836,4.499809670330265,4.532599493153256
female,group D,master's degree,free/reduced,none,40,59,54,3.713572066704308,4.0943445622221,4.007333185232471
female,group B,some high school,standard,none,82,82,80,4.418840607796598,4.418840607796598,4.394449154672439
male,group A,high school,standard,none,68,70,66,4.23410650459726,4.2626798770413155,4.204692619390966
male,group B,bachelor's degree,free/reduced,none,55,59,54,4.02535169073515,4.0943445622221,4.007333185232471
male,group C,master's degree,standard,none,79,78,77,4.382026634673881,4.3694478524670215,4.356708826689592
female,group C,bachelor's degree,standard,none,86,92,87,4.465908118654584,4.532599493153256,4.477336814478207
male,group D,some college,standard,none,76,71,73,4.343805421853684,4.276666119016055,4.30406509320417
male,group A,some high school,standard,none,64,50,43,4.174387269895637,3.9318256327243257,3.784189633918261
male,group D,some high school,free/reduced,none,62,49,52,4.143134726391533,3.912023005428146,3.970291913552122
female,group B,some high school,standard,completed,54,61,62,4.007333185232471,4.127134385045092,4.143134726391533
female,group B,master's degree,free/reduced,completed,77,97,94,4.356708826689592,4.584967478670572,4.553876891600541
female,group C,some high school,standard,completed,76,87,85,4.343805421853684,4.477336814478207,4.454347296253507
female,group D,some college,standard,none,74,89,84,4.31748811353631,4.499809670330265,4.442651256490317
female,group E,some college,standard,completed,66,74,73,4.204692619390966,4.31748811353631,4.30406509320417
female,group D,some high school,standard,completed,66,78,78,4.204692619390966,4.3694478524670215,4.3694478524670215
female,group B,high school,free/reduced,completed,67,78,79,4.219507705176107,4.3694478524670215,4.382026634673881
male,group D,some college,standard,none,71,49,52,4.276666119016055,3.912023005428146,3.970291913552122
female,group C,associate's degree,standard,none,91,86,84,4.5217885770490405,4.465908118654584,4.442651256490317
male,group D,bachelor's degree,standard,none,69,58,57,4.248495242049359,4.07753744390572,4.060443010546419
male,group C,master's degree,free/reduced,none,54,59,50,4.007333185232471,4.0943445622221,3.9318256327243257
male,group C,high school,standard,completed,53,52,49,3.9889840465642745,3.970291913552122,3.912023005428146
male,group E,some college,standard,none,68,60,59,4.23410650459726,4.110873864173311,4.0943445622221
male,group C,some high school,free/reduced,completed,56,61,60,4.04305126783455,4.127134385045092,4.110873864173311
female,group C,high school,free/reduced,none,36,53,43,3.6109179126442243,3.9889840465642745,3.784189633918261
female,group D,bachelor's degree,free/reduced,none,29,41,47,3.4011973816621555,3.7376696182833684,3.871201010907891
female,group C,associate's degree,standard,none,62,74,70,4.143134726391533,4.31748811353631,4.2626798770413155
female,group C,associate's degree,standard,completed,68,67,73,4.23410650459726,4.219507705176107,4.30406509320417
female,group C,some high school,standard,none,47,54,53,3.871201010907891,4.007333185232471,3.9889840465642745
male,group E,associate's degree,standard,completed,62,61,58,4.143134726391533,4.127134385045092,4.07753744390572
female,group E,associate's degree,standard,completed,79,88,94,4.382026634673881,4.48863636973214,4.553876891600541
male,group B,high school,standard,completed,73,69,68,4.30406509320417,4.248495242049359,4.23410650459726
female,group C,bachelor's degree,free/reduced,completed,66,83,83,4.204692619390966,4.430816798843313,4.430816798843313
male,group C,associate's degree,standard,completed,51,60,58,3.9512437185814275,4.110873864173311,4.07753744390572
female,group D,high school,standard,none,51,66,62,3.9512437185814275,4.204692619390966,4.143134726391533
male,group E,bachelor's degree,standard,completed,85,66,71,4.454347296253507,4.204692619390966,4.276666119016055
male,group A,associate's degree,standard,completed,97,92,86,4.584967478670572,4.532599493153256,4.465908118654584
male,group C,high school,standard,completed,75,69,68,4.330733340286331,4.248495242049359,4.23410650459726
male,group D,associate's degree,free/reduced,completed,79,82,80,4.382026634673881,4.418840607796598,4.394449154672439
female,group C,associate's degree,standard,none,81,77,79,4.406719247264253,4.356708826689592,4.382026634673881
female,group D,associate's degree,standard,none,82,95,89,4.418840607796598,4.564348191467836,4.499809670330265
female,group D,master's degree,standard,none,64,63,66,4.174387269895637,4.1588830833596715,4.204692619390966
male,group E,some high school,free/reduced,completed,78,83,80,4.3694478524670215,4.430816798843313,4.394449154672439
female,group A,some high school,standard,completed,92,100,97,4.532599493153256,4.61512051684126,4.584967478670572
male,group C,high school,standard,completed,72,67,64,4.290459441148391,4.219507705176107,4.174387269895637
female,group C,high school,free/reduced,none,62,67,64,4.143134726391533,4.219507705176107,4.174387269895637
male,group C,master's degree,standard,none,79,72,69,4.382026634673881,4.290459441148391,4.248495242049359
male,group C,some high school,free/reduced,none,79,76,65,4.382026634673881,4.343805421853684,4.189654742026425
male,group B,bachelor's degree,free/reduced,completed,87,90,88,4.477336814478207,4.51085950651685,4.48863636973214
female,group B,associate's degree,standard,none,40,48,50,3.713572066704308,3.8918202981106265,3.9318256327243257
male,group D,some college,free/reduced,none,77,62,64,4.356708826689592,4.143134726391533,4.174387269895637
male,group E,associate's degree,standard,none,53,45,40,3.9889840465642745,3.828641396489095,3.713572066704308
female,group C,some college,free/reduced,none,32,39,33,3.4965075614664802,3.6888794541139363,3.5263605246161616
female,group C,associate's degree,standard,completed,55,72,79,4.02535169073515,4.290459441148391,4.382026634673881
male,group C,master's degree,free/reduced,none,61,67,66,4.127134385045092,4.219507705176107,4.204692619390966
female,group B,associate's degree,free/reduced,none,53,70,70,3.9889840465642745,4.2626798770413155,4.2626798770413155
male,group D,some high school,standard,none,73,66,62,4.30406509320417,4.204692619390966,4.143134726391533
female,group D,some college,standard,completed,74,75,79,4.31748811353631,4.330733340286331,4.382026634673881
female,group C,some college,standard,none,63,74,74,4.1588830833596715,4.31748811353631,4.31748811353631
male,group C,bachelor's degree,standard,completed,96,90,92,4.574710978503383,4.51085950651685,4.532599493153256
female,group D,some college,free/reduced,completed,63,80,80,4.1588830833596715,4.394449154672439,4.394449154672439
male,group B,bachelor's degree,free/reduced,none,48,51,46,3.8918202981106265,3.9512437185814275,3.8501476017100584
male,group B,associate's degree,standard,none,48,43,45,3.8918202981106265,3.784189633918261,3.828641396489095
female,group E,bachelor's degree,free/reduced,completed,92,100,100,4.532599493153256,4.61512051684126,4.61512051684126
female,group D,master's degree,free/reduced,completed,61,71,78,4.127134385045092,4.276666119016055,4.3694478524670215
male,group B,high school,free/reduced,none,63,48,47,4.1588830833596715,3.8918202981106265,3.871201010907891
male,group D,bachelor's degree,free/reduced,none,68,68,67,4.23410650459726,4.23410650459726,4.219507705176107
male,group B,some college,standard,completed,71,75,70,4.276666119016055,4.330733340286331,4.2626798770413155
male,group A,bachelor's degree,standard,none,91,96,92,4.5217885770490405,4.574710978503383,4.532599493153256
female,group C,some college,standard,none,53,62,56,3.9889840465642745,4.143134726391533,4.04305126783455
female,group C,high school,free/reduced,completed,50,66,64,3.9318256327243257,4.204692619390966,4.174387269895637
female,group E,high school,standard,none,74,81,71,4.31748811353631,4.406719247264253,4.276666119016055
male,group A,associate's degree,free/reduced,completed,40,55,53,3.713572066704308,4.02535169073515,3.9889840465642745
male,group A,some college,standard,completed,61,51,52,4.127134385045092,3.9512437185814275,3.970291913552122
female,group B,high school,standard,none,81,91,89,4.406719247264253,4.5217885770490405,4.499809670330265
female,group B,some college,free/reduced,completed,48,56,58,3.8918202981106265,4.04305126783455,4.07753744390572
female,group D,master's degree,standard,none,53,61,68,3.9889840465642745,4.127134385045092,4.23410650459726
female,group D,some high school,standard,none,81,97,96,4.406719247264253,4.584967478670572,4.574710978503383
female,group E,some high school,standard,none,77,79,80,4.356708826689592,4.382026634673881,4.394449154672439
female,group D,bachelor's degree,free/reduced,none,63,73,78,4.1588830833596715,4.30406509320417,4.3694478524670215
female,group D,associate's degree,standard,completed,73,75,80,4.30406509320417,4.330733340286331,4.394449154672439
female,group D,some college,standard,none,69,77,77,4.248495242049359,4.356708826689592,4.356708826689592
female,group C,associate's degree,standard,none,65,76,76,4.189654742026425,4.343805421853684,4.343805421853684
female,group A,high school,standard,none,55,73,73,4.02535169073515,4.30406509320417,4.30406509320417
female,group C,bachelor's degree,free/reduced,none,44,63,62,3.8066624897703196,4.1588830833596715,4.143134726391533
female,group C,some college,standard,none,54,64,65,4.007333185232471,4.174387269895637,4.189654742026425
female,group A,some high school,standard,none,48,66,65,3.8918202981106265,4.204692619390966,4.189654742026425
male,group C,some college,free/reduced,none,58,57,54,4.07753744390572,4.060443010546419,4.007333185232471
male,group A,some high school,standard,none,71,62,50,4.276666119016055,4.143134726391533,3.9318256327243257
male,group E,bachelor's degree,standard,none,68,68,64,4.23410650459726,4.23410650459726,4.174387269895637
female,group E,high school,standard,none,74,76,73,4.31748811353631,4.343805421853684,4.30406509320417
female,group C,bachelor's degree,standard,completed,92,100,99,4.532599493153256,4.61512051684126,4.605170185988092
female,group C,bachelor's degree,standard,completed,56,79,72,4.04305126783455,4.382026634673881,4.290459441148391
